,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
0,CHEMBL9650,CCC(C)[C@H](NC(=O)[C@@H]1CCCN1[P@@](=O)(OC)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(=O)NCC(C)C,active,694.8109999999999,3.047100000000005,5.0,8.0,7.522878745280337
1,CHEMBL273396,CCC(C)[C@H](NC(=O)[C@@H]1CCCN1[P@@](=O)(OC)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(=O)NCC(C)C,active,694.8109999999999,3.047100000000005,5.0,8.0,7.031517051446065
2,CHEMBL108102,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(F)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,active,617.719,2.5084999999999997,5.0,8.0,7.376750709602099
3,CHEMBL322033,COC(=O)N(C)C(C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)C(C(C)C)N(C)C(=O)OC)C(C)C,active,633.8310000000002,3.433900000000002,3.0,8.0,6.0
4,CHEMBL20143,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)N[C@@H](C(=O)O)C(C)C,active,681.7330000000003,4.673700000000004,4.0,7.0,8.397940008672037
5,CHEMBL75310,Cc1ccc(CN2CCN(C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@@H]3CCS(=O)(=O)[C@@H]3C(C)C)[C@H](C(=O)NC(C)(C)C)C2)cn1,active,657.878,2.7010200000000024,3.0,9.0,8.698970004336019
6,CHEMBL19545,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)N[C@@H](C(=O)OC(C)(C)C)C(C)C,active,737.8410000000001,5.930800000000006,3.0,8.0,8.221848749616356
7,CHEMBL320783,COC(=O)NC(C(=O)NN(Cc1ccc(OC)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C,active,741.846,2.2196000000000033,6.0,10.0,7.508638306165727
8,CHEMBL9661,CCC(C)[C@H](NC(=O)[C@@H]1CCCN1[P@](=O)(OC)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(=O)NCC(C)C,active,694.8109999999999,3.047100000000005,5.0,8.0,6.3979400086720375
9,CHEMBL309346,CC(C)(C)NC(=O)[C@@H]1CN(C(=O)OCc2ccccc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,active,596.725,2.711400000000001,3.0,8.0,7.723538195826756
10,CHEMBL308574,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccncc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,active,553.7040000000002,1.9698000000000027,3.0,8.0,6.533132379645891
11,CHEMBL9346,CCC(C)[C@H](NC(=O)[C@@H]1CCCN1P(=O)(O)C(Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(=O)NCC(C)C,active,680.7839999999999,2.3930000000000033,6.0,7.0,7.096910013008056
12,CHEMBL325815,COc1ccc(CN(C[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)c2ccc3ccccc3n2)NC(=O)C(NC(=O)OCc2ccccc2)C(C)C)cc1,active,817.9440000000001,3.7900000000000054,6.0,10.0,7.309803919971486
13,CHEMBL278375,COC(=O)[C@H](NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(C)C,active,695.76,4.762100000000003,3.0,8.0,8.0
14,CHEMBL108807,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(CC(C)C)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,active,565.7120000000002,1.8252000000000015,5.0,8.0,7.3872161432802645
15,CHEMBL269569,COCCOCCO[C@H](NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(C)C,active,755.8560000000001,5.226200000000004,3.0,9.0,7.823908740944319
16,CHEMBL76460,CC(C)(C)NC(=O)[C@@H]1CN(C(=O)c2ccccn2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,active,567.6870000000001,1.6100000000000023,3.0,8.0,6.590066876668706
17,CHEMBL326913,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1cccs1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,active,605.7580000000002,2.4309000000000003,5.0,9.0,7.769551078621726
18,CHEMBL428005,CCC(C)[C@H](NC(=O)[C@@H]1CCCN1[P@](=O)(OC)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(=O)NCC(C)C,active,694.8109999999999,3.047100000000005,5.0,8.0,7.008773924307505
19,CHEMBL19973,CC(C)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,active,623.6970000000002,4.972900000000004,3.0,6.0,8.301029995663981
20,CHEMBL75833,CC(C)[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3cccnc3)C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,active,643.8510000000002,2.3926000000000016,3.0,9.0,7.823908740944319
23,CHEMBL317773,COC(=O)c1cc(OC)c2c(c1-c1c3c(c(OC)c(Br)c1C(=O)OC)OCO3)OCO2,active,497.2500000000003,3.163900000000001,0.0,10.0,7.251811972993799
24,CHEMBL322995,CCOC(=O)NC(C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OC)C(C)C)C(C)C,active,619.8040000000002,3.1396000000000006,5.0,8.0,7.119186407719209
25,CHEMBL307193,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,active,736.9100000000001,5.704300000000004,5.0,7.0,8.522878745280337
26,CHEMBL76338,Cc1cc(C)cc(CN2CCN(C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@@H]3CCS(=O)(=O)[C@@H]3C(C)C)[C@H](C(=O)NC(C)(C)C)C2)c1,active,670.9169999999999,3.6144400000000036,3.0,8.0,7.107905397309519
27,CHEMBL327087,COCCOC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OC)C(C)C)C(C)C,active,649.8300000000003,2.7661000000000033,5.0,9.0,7.2076083105017466
28,CHEMBL323203,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)[C@@H](NC(C)=O)C(C)C)C(C)C,active,589.7780000000004,2.529600000000001,5.0,7.0,8.070581074285707
29,CHEMBL20642,CC(C)C(C=O)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,active,665.734,4.788000000000003,3.0,7.0,8.397940008672037
30,CHEMBL19886,COCCOCO[C@H](NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(C)C,active,741.8290000000001,5.183700000000003,3.0,9.0,8.0
31,CHEMBL75270,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccc(O)c2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,active,568.7150000000001,2.2804,4.0,8.0,6.31695296176115
32,CHEMBL324657,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,active,615.7280000000001,2.074999999999999,6.0,9.0,7.7447274948966935
33,CHEMBL278084,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)[C@H](O)C(F)(F)C(=O)N[C@@H](COCc1ccccc1)C(C)C,active,759.8910000000001,6.597700000000008,4.0,7.0,8.18045606445813
35,CHEMBL308771,CC(C)(C)NC(=O)[C@@H]1CN(C(=O)c2cccnc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,active,567.6870000000001,1.6100000000000023,3.0,8.0,6.430626090384954
36,CHEMBL73804,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccn2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,active,553.7040000000002,1.9698000000000027,3.0,8.0,6.019088062223156
37,CHEMBL323161,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(C#N)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,active,624.7390000000001,2.2410799999999993,5.0,9.0,7.2076083105017466
38,CHEMBL110557,CCOC(=O)NC(C(=O)NN(CC1CCCCC1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C,active,731.895,2.981200000000003,6.0,9.0,6.899629454882437
39,CHEMBL280464,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(C(F)(F)F)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,active,667.7260000000001,3.388200000000001,5.0,8.0,7.481486060122112
40,CHEMBL323425,C=CCOC(=O)NC(C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OCC=C)C(C)C)C(C)C,active,657.8530000000002,3.861900000000002,5.0,8.0,7.292429823902063
41,CHEMBL19752,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)[C@@H](O)C(F)(F)C(=O)N[C@@H](COCc1ccccc1)C(C)C,active,759.8910000000001,6.597700000000008,4.0,7.0,8.301029995663981
42,CHEMBL283537,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)N[C@@H](COCc1ccccc1)c1ccccc1,active,791.8920000000002,7.522600000000008,3.0,7.0,9.0
43,CHEMBL74629,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,active,552.7160000000002,2.5748000000000006,3.0,7.0,6.991399828238082
44,CHEMBL72784,CC(C)(C)NC(=O)[C@@H]1CN(CCCc2ccccc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,active,580.7700000000001,3.0074000000000023,3.0,7.0,6.756961951313706
45,CHEMBL308845,CC(C)[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3cc(Cl)cc(Cl)c3)C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,active,711.7530000000002,4.304400000000003,3.0,8.0,7.161150909262744
46,CHEMBL262702,CC(C)[C@H](COCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C,active,757.8750000000002,6.8059000000000065,3.0,7.0,7.221848749616356
47,CHEMBL283726,CO[C@H](NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(C)C,active,667.7500000000001,5.193000000000004,3.0,7.0,8.0
48,CHEMBL308837,CC(C)(C)NC(=O)[C@@H]1CN(C(=O)c2ccncc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,active,567.6870000000001,1.6100000000000023,3.0,8.0,6.87942606879415
50,CHEMBL309582,CC(C)[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3cccc(O)c3)C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,active,658.8620000000002,2.7032000000000007,4.0,9.0,6.896196279044043
52,CHEMBL107559,CCOC(=O)NC(C(=O)NN(CC1CCCCC1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C(NC(=O)OC)C(C)C)C(C)C,active,619.804,3.1396000000000024,5.0,8.0,7.251811972993799
53,,,,771.9020000000002,7.196000000000008,3.0,7.0,
54,CHEMBL280358,CC(C)C[C@H](COCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,active,643.8510000000002,2.3926000000000016,3.0,9.0,8.744727494896694
55,CHEMBL72487,CC(C)[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3ccncc3)C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,active,566.7430000000002,2.617300000000002,3.0,7.0,6.889410289700751
56,CHEMBL73662,CC(C)(C)NC(=O)[C@@H]1CN(CCc2ccccc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,active,568.7150000000001,2.2804,4.0,8.0,6.320572103387881
57,CHEMBL74862,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccc2O)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,active,693.8830000000002,2.7827000000000046,5.0,10.0,6.991399828238082
58,CHEMBL108429,COCCOC(=O)NC(C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OCCOC)C(C)C)C(C)C,active,629.7550000000001,2.378,5.0,9.0,6.785156151952302
59,CHEMBL321165,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(OC)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,active,717.8679999999999,2.5911000000000035,6.0,9.0,7.795880017344075
60,CHEMBL322119,COC(=O)NC(C(=O)NN(CC1CCCCC1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C,active,741.8760000000001,7.221900000000008,3.0,6.0,7.568636235841013
61,CHEMBL20135,CC(C)[C@H](CCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,active,793.9660000000001,4.161500000000002,6.0,9.0,7.886056647693163
62,CHEMBL111259,CC(C)C(NC(=O)OCc1ccccc1)C(=O)NN(CC1CCCCC1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,active,757.8750000000002,6.8059000000000065,3.0,7.0,7.3872161432802645
63,CHEMBL280398,CC(C)[C@@H](COCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,active,766.9620000000001,2.5964000000000036,6.0,9.0,7.3979400086720375
64,CHEMBL282042,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,active,579.7390000000003,2.215300000000001,5.0,8.0,9.0
65,CHEMBL324398,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(CCC(C)C)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,active,781.989,2.815900000000008,5.0,12.0,7.795880017344075
66,CHEMBL320343,COCCOCCOC(=O)NC(C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OCCOCCOC)C(C)C)C(C)C,active,649.8300000000002,2.7661000000000033,5.0,9.0,7.173925197299173
67,CHEMBL326025,COCCOC(=O)NC(C(=O)NN(CC1CCCCC1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C(NC(=O)OC)C(C)C)C(C)C,active,753.9010000000002,3.237200000000006,6.0,9.0,7.173925197299173
68,CHEMBL325778,CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)NC(=O)C(NC(=O)OCc1ccccc1)C(C)C,active,692.9230000000001,4.150800000000002,3.0,8.0,7.431798275933005
69,CHEMBL310485,CC(C)[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3ccc4ccccc4c3)C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,active,692.323,3.354420000000003,3.0,9.0,7.267606240177032
70,CHEMBL55586,Cc1cc(CN2CCN(C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@@H]3CCS(=O)(=O)[C@@H]3C(C)C)[C@H](C(=O)NC(C)(C)C)C2)cc(Cl)n1,active,663.8570000000001,3.156200000000003,5.0,9.0,7.267606240177032
71,CHEMBL321429,CCOC(=O)NC(C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OCCOC)C(C)C)C(C)C,active,670.855,3.092400000000003,5.0,7.0,6.823908740944319
74,CHEMBL103217,COC(=O)c1c(Br)c(OC)c2c(c1-c1c3c(c(OC)c(Br)c1C(=O)OC)OCO3)OCO2,active,576.1460000000002,3.9264000000000028,0.0,10.0,4.958607314841775
75,CHEMBL103217,COC(=O)c1c(Br)c(OC)c2c(c1-c1c3c(c(OC)c(Br)c1C(=O)OC)OCO3)OCO2,active,566.6990000000002,2.2150000000000007,3.0,7.0,7.318758762624412
76,CHEMBL73723,CC(C)(C)NC(=O)[C@@H]1CN(C(=O)c2ccccc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,active,568.7150000000001,2.2804,4.0,8.0,6.382999658879101
77,CHEMBL74699,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccc(O)cc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,active,553.7040000000002,1.9698000000000027,3.0,8.0,6.815308569182402
78,CHEMBL420379,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,active,605.7770000000003,2.749500000000001,5.0,8.0,6.170053304058364
79,CHEMBL322716,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(CC1CCCCC1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,active,613.7560000000001,2.6778199999999996,5.0,8.0,7.075720713938118
80,CHEMBL324377,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(C)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,active,689.8070000000002,2.3952000000000027,5.0,11.0,7.721246399047171
81,CHEMBL325561,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(OC)c(OC)c1OC)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,active,677.8030000000001,1.6668000000000034,6.0,9.0,7.468521082957745
82,CHEMBL324630,COC(=O)NC(C(=O)NN(CC(C)C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C,active,637.724,5.220500000000004,3.0,6.0,7.638272163982407
83,CHEMBL264739,CC(C)CNC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,active,633.8310000000001,3.529700000000001,5.0,8.0,8.301029995663981
84,CHEMBL432252,CCOC(=O)NC(C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OCC)C(C)C)C(C)C,active,663.8569999999999,3.1562000000000037,5.0,9.0,6.752026733638194
86,CHEMBL35046,CC(C)CN1CC(O)(CNC(=O)OC(C)(C)C)C[C@@H]1C(=O)NC(C)(C)C,active,721.7770000000003,3.7270000000000025,4.0,9.0,4.045757490560675
87,CHEMBL3706623,O=C(NCC(F)(F)F)[C@@H]1CN(Cc2ccc(-c3cccnc3)o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,active,721.7770000000003,3.7270000000000025,4.0,9.0,10.522878745280337
88,CHEMBL3706623,O=C(NCC(F)(F)F)[C@@H]1CN(Cc2ccc(-c3cccnc3)o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,active,721.7770000000003,3.7270000000000025,4.0,9.0,9.522878745280337
89,CHEMBL3706623,O=C(NCC(F)(F)F)[C@@H]1CN(Cc2ccc(-c3cccnc3)o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,inactive,458.7270000000003,7.169400000000009,2.0,2.0,9.154901959985743
90,,,,600.8810000000002,8.611300000000007,2.0,4.0,
91,CHEMBL108505,CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C12,active,346.3860000000001,3.781800000000003,1.0,4.0,3.661543506395395
92,,,,613.8030000000003,2.8669000000000016,4.0,7.0,
93,CHEMBL273768,CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)CC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,active,613.8030000000003,2.8669000000000016,4.0,7.0,3.7772835288524167
94,CHEMBL298457,O=C(C[C@H]1C(=O)Nc2ccccc2-c2cccn21)OCc1ccccc1,active,613.8030000000003,2.8669000000000016,4.0,7.0,10.397940008672037
95,CHEMBL115,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,active,613.8030000000003,2.8669000000000016,4.0,7.0,9.221848749616356
96,CHEMBL115,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,active,681.7050000000003,4.778700000000005,4.0,6.0,7.213248577854439
97,CHEMBL115,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,active,694.9429999999999,2.3323000000000063,6.0,8.0,7.360513510731414
98,CHEMBL115,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,active,721.7770000000003,3.7270000000000025,4.0,9.0,7.696803942579511
99,CHEMBL37383,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccc(Cl)c(Cl)c2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,active,721.7770000000003,3.7270000000000025,4.0,9.0,8.958607314841775
100,CHEMBL285836,CC(C)CN1CC(O)(CNC(=O)[C@H]2N[C@@H]([C@H](NC(=O)Cc3ccccc3)C(=O)NCc3ccccc3)SC2(C)C)C[C@H]1C(=O)NC(C)(C)C,active,721.7770000000003,3.7270000000000025,4.0,9.0,7.154901959985743
101,CHEMBL3706619,O=C(NCC(F)(F)F)[C@@H]1CN(Cc2ccc(-c3ccccn3)o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,active,721.7770000000003,3.7270000000000025,4.0,9.0,10.301029995663981
102,CHEMBL3706619,O=C(NCC(F)(F)F)[C@@H]1CN(Cc2ccc(-c3ccccn3)o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,inactive,456.7110000000003,7.089500000000009,2.0,2.0,9.301029995663981
103,CHEMBL3706619,O=C(NCC(F)(F)F)[C@@H]1CN(Cc2ccc(-c3ccccn3)o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,inactive,584.8380000000002,8.141300000000008,2.0,4.0,9.154901959985743
104,CHEMBL3706619,O=C(NCC(F)(F)F)[C@@H]1CN(Cc2ccc(-c3ccccn3)o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,inactive,572.7830000000002,6.741600000000008,2.0,5.0,9.397940008672037
106,CHEMBL404519,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,active,749.8310000000001,4.462100000000003,4.0,9.0,3.767003889607846
107,CHEMBL263957,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)COCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,active,749.8310000000001,4.462100000000003,4.0,9.0,3.7569619513137056
108,CHEMBL36226,CC(C)CN1CC(O)(CNC(=O)OC(C)(C)C)C[C@H]1C(=O)NC(C)(C)C,active,749.8310000000001,4.462100000000003,4.0,9.0,4.045757490560675
109,CHEMBL3706620,CC(C)(c1ccc(-c2ccncc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,active,749.8310000000001,4.462100000000003,4.0,9.0,10.301029995663981
110,CHEMBL3706620,CC(C)(c1ccc(-c2ccncc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,inactive,586.8540000000003,8.221200000000009,2.0,4.0,9.522878745280337
111,CHEMBL3706620,CC(C)(c1ccc(-c2ccncc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,inactive,574.7990000000002,6.8215000000000074,2.0,5.0,8.920818753952375
112,CHEMBL3706620,CC(C)(c1ccc(-c2ccncc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,inactive,598.8650000000002,8.531400000000007,2.0,4.0,10.0
